iata_code,ident,type,continent,iso_country,iso_region,municipality,gps_code,local_code,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Tz.database.time.zone
VDS,ENVD,medium_airport,EU,NO,NO-20,Vads√∏,ENVD,,Vads¯ Airport,Vads¯,Norway,70.06529999,29.84469986,127,1,E,Europe/Oslo
VDZ,PAVD,medium_airport,NA,US,US-AK,Valdez,PAVD,VDZ,Valdez Pioneer Field,Valdez,United States,61.13389969,-146.2480011,121,-9,A,America/Anchorage
VEE,PAVE,small_airport,NA,US,US-AK,Venetie,PAVE,VEE,Venetie Airport,Venetie,United States,67.00869751,-146.3659973,574,-9,A,America/Anchorage
VEL,KVEL,medium_airport,NA,US,US-UT,Vernal,KVEL,VEL,Vernal Regional Airport,Vernal,United States,40.4408989,-109.5100021,5278,-7,A,America/Denver
VER,MMVR,medium_airport,NA,MX,MX-VER,Veracruz,MMVR,,General Heriberto Jara International Airport,Vera Cruz,Mexico,19.14590073,-96.18730164,90,-6,S,America/Mexico_City
VEY,BIVM,medium_airport,EU,IS,IS-8,Vestmannaeyjar,BIVM,,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,63.42430115,-20.27890015,326,0,N,Atlantic/Reykjavik
VFA,FVFA,medium_airport,AF,ZW,ZW-MN,Victoria Falls,FVFA,,Victoria Falls International Airport,Victoria Falls,Zimbabwe,-18.09589958,25.8390007,3490,2,U,Africa/Harare
VGA,VOBZ,medium_airport,AS,IN,IN-AP,,VOBZ,,Vijayawada Airport,Vijayawada,India,16.53039932,80.79679871,82,5.5,N,Asia/Calcutta
VGD,ULWW,medium_airport,EU,RU,RU-VLG,Vologda,ULWW,,Vologda Airport,Vologda,Russia,59.28250122,39.94440079,387,3,N,Europe/Moscow
VGO,LEVX,medium_airport,EU,ES,ES-GA,Vigo,LEVX,,Vigo Airport,Vigo,Spain,42.23180008,-8.62677002,856,1,E,Europe/Madrid
VGT,KVGT,medium_airport,NA,US,US-NV,Las Vegas,KVGT,VGT,North Las Vegas Airport,Las Vegas,United States,36.21070099,-115.1940002,2205,-8,U,America/Los_Angeles
VGZ,SKVG,small_airport,SA,CO,CO-PUT,Villa Garz√≥n,SKVG,VGZ,Villa GarzÛn Airport,Villa Garzon,Colombia,0.978767,-76.6056,1248,-5,U,America/Bogota
VHC,FNSA,medium_airport,AF,AO,AO-LSU,Saurimo,FNSA,,Saurimo Airport,Saurimo,Angola,-9.689069748,20.43190002,3584,1,N,Africa/Luanda
VHM,ESNV,medium_airport,EU,SE,SE-AC,,ESNV,,Vilhelmina Airport,Vilhelmina,Sweden,64.57910156,16.83359909,1140,1,E,Europe/Stockholm
VHY,LFLV,medium_airport,EU,FR,FR-C,Vichy/Charmeil,LFLV,,Vichy-Charmeil Airport,Vichy,France,46.16970062,3.403739929,817,1,E,Europe/Paris
VIC,LIPT,closed,EU,IT,IT-34,Vicenza,LIPT,,Vicenza Airport,Vicenza,Italy,45.573399,11.5295,128,1,E,Europe/Rome
VIE,LOWW,large_airport,EU,AT,AT-9,Vienna,LOWW,,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024,600,1,E,Europe/Vienna
VIG,SVVG,medium_airport,SA,VE,VE-L,El Vig√≠a,SVVG,,Juan Pablo PÈrez Alfonso Airport,El VigÌa,Venezuela,8.624138832,-71.67266846,250,-4,U,America/Caracas
VII,VVVH,medium_airport,AS,VN,VN-26,Vinh,VVVH,,Vinh Airport,Vinh,Vietnam,18.73760033,105.6709976,23,7,U,Asia/Saigon
VIJ,TUPW,small_airport,NA,VG,VG-U-A,Spanish Town,TUPW,,Virgin Gorda Airport,Spanish Town,British Virgin Islands,18.44639969,-64.42749786,9,-4,U,America/Tortola
VIL,GMMH,medium_airport,AF,EH,EH-U-A,Dakhla,GMMH,,Dakhla Airport,Dakhla,Western Sahara,23.7183,-15.932,36,0,N,Africa/El_Aaiun
VIN,UKWW,small_airport,EU,UA,UA-05,Vinnitsa,UKWW,,Vinnytsia/Gavyryshivka Airport,Vinnitsa,Ukraine,49.242531,28.613778,961,2,E,Europe/Kiev
VIR,FAVG,medium_airport,AF,ZA,ZA-NL,Durban,FAVG,,Virginia Airport,Durban,South Africa,-29.77059937,31.0583992,20,2,U,Africa/Johannesburg
VIS,KVIS,small_airport,NA,US,US-CA,Visalia,KVIS,VIS,Visalia Municipal Airport,Visalia,United States,36.31869888,-119.3929977,295,-8,A,America/Los_Angeles
VIT,LEVT,medium_airport,EU,ES,ES-PV,Alava,LEVT,,Vitoria/Foronda Airport,Vitoria,Spain,42.88280106,-2.7244699,1682,1,E,Europe/Madrid
VIX,SBVT,medium_airport,SA,BR,BR-ES,Vit√≥ria,SBVT,,Eurico de Aguiar Salles Airport,Vitoria,Brazil,-20.25805664,-40.2863884,11,-3,S,America/Sao_Paulo
VKG,VVRG,medium_airport,AS,VN,VN-47,Rach Gia,VVRG,,Rach Gia Airport,Rach Gia,Vietnam,9.958029972,105.1323795,7,7,U,Asia/Saigon
VKO,UUWW,large_airport,EU,RU,RU-MOS,Moscow,UUWW,,Vnukovo International Airport,Moscow,Russia,55.59149933,37.26150131,685,3,N,Europe/Moscow
VKT,UUYW,medium_airport,AS,RU,RU-KO,Vorkuta,UUYW,,Vorkuta Airport,Vorkuta,Russia,67.48860168,63.99309921,604,3,N,Europe/Moscow
VLC,LEVC,medium_airport,EU,ES,ES-V,Valencia,LEVC,,Valencia Airport,Valencia,Spain,39.48929977,-0.481624991,240,1,E,Europe/Madrid
VLD,KVLD,medium_airport,NA,US,US-GA,Valdosta,KVLD,VLD,Valdosta Regional Airport,Valdosta,United States,30.78249931,-83.27670288,203,-5,A,America/New_York
VLG,SAZV,medium_airport,SA,AR,AR-B,Villa Gesell,SAZV,GES,Villa Gesell Airport,Villa Gesell,Argentina,-37.2354,-57.0292,32,-3,N,America/Buenos_Aires
VLI,NVVV,medium_airport,OC,VU,VU-SEE,Port Vila,NVVV,,Bauerfield International Airport,Port-vila,Vanuatu,-17.69930077,168.3200073,70,11,U,Pacific/Efate
VLK,URRY,closed,EU,RU,RU-ROS,,URRQ,,Volgodonsk Airport,,Russia,47.68209839,42.07279968,276,\N,\N,\N
VLL,LEVD,medium_airport,EU,ES,ES-CL,Valladolid,LEVD,,Valladolid Airport,Valladolid,Spain,41.70610046,-4.851940155,2776,1,E,Europe/Madrid
VLN,SVVA,medium_airport,SA,VE,VE-G,Valencia,SVVA,,Arturo Michelena International Airport,Valencia,Venezuela,10.14973259,-67.92839813,1411,-4,U,America/Caracas
VLP,SWVC,small_airport,SA,BR,BR-MT,Vila Rica,SWVC,,Vila Rica Airport,Vila Rica,Brazil,-9.97944355,-51.14222336,892,-4,S,\N
VLS,NVSV,small_airport,OC,VU,VU-SEE,Epi Island,NVSV,,Valesdir Airport,Valesdir,Vanuatu,-16.79610062,168.177002,10,11,U,Pacific/Efate
VLU,ULOL,medium_airport,EU,RU,RU-PSK,Velikiye Luki,ULOL,,Velikiye Luki Airport,Velikiye Luki,Russia,56.3810997,30.60810089,328,3,N,Europe/Moscow
VLV,SVVL,medium_airport,SA,VE,VE-T,Valera,SVVL,,Dr. Antonio Nicol·s BriceÒo Airport,Valera,Venezuela,9.340477943,-70.58406067,2060,-4,U,America/Caracas
VLY,EGOV,medium_airport,EU,GB,GB-WLS,Angelsey,EGOV,,Anglesey Airport,Angelsey,United Kingdom,53.24810028,-4.535339832,37,0,E,Europe/London
VMU,PG-VMU,medium_airport,OC,PG,PG-GPK,Baimuru,AYBA,BMU,Baimuru Airport,Baimuru,Papua New Guinea,-7.49686,144.82,27,10,U,Pacific/Port_Moresby
VNA,VLSV,small_airport,AS,LA,LA-SL,Saravane,VLSV,,Saravane Airport,Saravane,Laos,15.70943921,106.4106989,574,7,U,Asia/Vientiane
VNC,KVNC,small_airport,NA,US,US-FL,Venice,KVNC,VNC,Venice Municipal Airport,Venice,United States,27.07159996,-82.44029999,18,-5,A,America/New_York
VNE,LFRV,medium_airport,EU,FR,FR-E,Vannes/Meucon,LFRV,,Vannes-Meucon Airport,Vannes,France,47.72330093,-2.71855998,446,1,E,Europe/Paris
VNO,EYVI,large_airport,EU,LT,LT-VL,Vilnius,EYVI,,Vilnius International Airport,Vilnius,Lithuania,54.63410187,25.28580093,646,2,E,Europe/Vilnius
VNS,VIBN,medium_airport,AS,IN,IN-UP,Varanasi,VIBN,,Lal Bahadur Shastri Airport,Varanasi,India,25.45240021,82.85929871,266,5.5,N,Asia/Calcutta
VNX,FQVL,medium_airport,AF,MZ,MZ-I,Vilanculo,FQVL,,Vilankulo Airport,Vilankulu,Mozambique,-22.01840019,35.31330109,46,2,U,Africa/Maputo
VNY,KVNY,medium_airport,NA,US,US-CA,Van Nuys,KVNY,VNY,Van Nuys Airport,Van Nuys,United States,34.20980072,-118.4899979,802,-8,A,America/Los_Angeles
VOG,URWW,medium_airport,EU,RU,RU-VGG,Volgograd,URWW,,Volgograd International Airport,Volgograd,Russia,48.78250122,44.34550095,482,3,N,Europe/Moscow
VOH,FMNV,medium_airport,AF,MG,MG-D,,FMNV,,Vohimarina Airport,Vohemar,Madagascar,-13.37580013,50.00279999,19,3,U,Indian/Antananarivo
VOK,KVOK,medium_airport,NA,US,US-WI,Camp Douglas,KVOK,VOK,Volk Field,Camp Douglas,United States,43.93899918,-90.25340271,912,-6,A,America/Chicago
VOL,LGBL,medium_airport,EU,GR,GR-43,Nea Anchialos,LGBL,,Nea Anchialos Airport,Nea Anghialos,Greece,39.21960068,22.79430008,83,2,E,Europe/Athens
VOZ,UUOO,medium_airport,EU,RU,RU-VOR,Voronezh,UUOO,,Voronezh International Airport,Voronezh,Russia,51.81420135,39.229599,514,3,N,Europe/Moscow
VPE,FNGI,medium_airport,AF,AO,AO-CNN,Ngiva,FNGI,,Ngjiva Pereira Airport,Ondjiva,Angola,-17.0435009,15.68379974,3566,1,N,Africa/Luanda
VPN,BIVO,small_airport,EU,IS,IS-7,Vopnafj√∂r√∞ur,BIVO,,Vopnafjˆrur Airport,Vopnafjˆrur,Iceland,65.72059631,-14.85060024,16,0,N,Atlantic/Reykjavik
VPS,KVPS,large_airport,NA,US,US-FL,Valparaiso,KVPS,VPS,Destin-Ft Walton Beach Airport,Valparaiso,United States,30.4832,-86.525398,87,-6,A,America/Chicago
VPY,FQCH,medium_airport,AF,MZ,MZ-B,Chimoio,FQCH,,Chimoio Airport,Chimoio,Mozambique,-19.15130043,33.42900085,2287,2,U,Africa/Maputo
VPZ,KVPZ,medium_airport,NA,US,US-IN,Valparaiso,KVPZ,VPZ,Porter County Municipal Airport,Valparaiso IN,United States,41.45399857,-87.00710297,770,-5,A,\N
VQS,TJVQ,small_airport,NA,PR,PR-U-A,Vieques Island,TJVQ,VQS,Vieques Airport,Vieques Island,Puerto Rico,18.11580086,-65.42269897,19,-4,U,America/Puerto_Rico
VQS,TJCG,closed,NA,PR,PR-U-A,Vieques Island,TJCG,,Vieques Airport,Vieques Island,Puerto Rico,18.11580086,-65.42269897,19,-4,U,America/Puerto_Rico
VRA,MUVR,large_airport,NA,CU,CU-04,Varadero,MUVR,,Juan Gualberto Gomez International Airport,Varadero,Cuba,23.03440094,-81.43530273,210,-5,U,America/Havana
VRB,KVRB,medium_airport,NA,US,US-FL,Vero Beach,KVRB,VRB,Vero Beach Municipal Airport,Vero Beach,United States,27.65559959,-80.41790009,24,-5,A,America/New_York
VRC,RPUV,medium_airport,AS,PH,PH-CAT,Virac,RPUV,,Virac Airport,Virac,Philippines,13.5763998,124.2060013,121,8,N,Asia/Manila
VRK,EFVR,medium_airport,EU,FI,FI-IS,Varkaus / Joroinen,EFVR,,Varkaus Airport,Varkaus,Finland,62.17110062,27.86860085,286,2,E,Europe/Helsinki
VRL,LPVR,medium_airport,EU,PT,PT-17,,LPVR,,Vila Real Airport,Vila Real,Portugal,41.27429962,-7.720469952,1805,0,E,Europe/Lisbon
VRN,LIPX,large_airport,EU,IT,IT-34,Verona,LIPX,VR10,Verona Villafranca Airport,Villafranca,Italy,45.395699,10.8885,239,1,E,Europe/Rome
VRU,FAVB,medium_airport,AF,ZA,ZA-NW,Vyrburg,FAVB,,Vryburg Airport,Vryburg,South Africa,-26.98240089,24.72879982,3920,2,U,Africa/Johannesburg
VRY,ENVR,heliport,EU,NO,NO-18,V√¶r√∏y,ENVR,,VÊr¯y Heliport,VÊr¯y,Norway,67.654555,12.727257,12,1,E,Europe/Oslo
VSA,MMVA,medium_airport,NA,MX,MX-TAB,Villahermosa,MMVA,,Carlos Rovirosa PÈrez International Airport,Villahermosa,Mexico,17.99699974,-92.81739807,46,-6,S,America/Mexico_City
VSF,KVSF,small_airport,NA,US,US-VT,Springfield,KVSF,VSF,Hartness State,Springfield VT,United States,43.343333,-72.517222,577,-5,A,America/New_York
VSG,UKCW,medium_airport,EU,UA,UA-09,Luhansk,UKCW,,Luhansk International Airport,Lugansk,Ukraine,48.41740036,39.37409973,636,2,E,Europe/Kiev
VST,ESOW,medium_airport,EU,SE,SE-U,Stockholm / V√§ster√•s,ESOW,,Stockholm V‰sterÂs Airport,Vasteras,Sweden,59.58940125,16.63360023,21,1,E,Europe/Stockholm
VTB,UMII,medium_airport,EU,BY,BY-VI,Vitebsk,UMII,,Vitebsk Vostochny Airport,Vitebsk,Belarus,55.12649918,30.34959984,682,3,E,Europe/Minsk
VTE,VLVT,medium_airport,AS,LA,LA-VT,Vientiane,VLVT,,Wattay International Airport,Vientiane,Laos,17.98830032,102.5630035,564,7,U,Asia/Vientiane
VTN,KVTN,medium_airport,NA,US,US-NE,Valentine,KVTN,VTN,Miller Field,Valentine,United States,42.85779953,-100.5479965,2596,\N,\N,\N
VTU,MUVT,medium_airport,NA,CU,CU-10,Las Tunas,MUVT,,Hermanos Ameijeiras Airport,Las Tunas,Cuba,20.98760033,-76.93579865,328,-5,U,America/Havana
VTZ,VEVZ,small_airport,AS,IN,IN-AP,Visakhapatnam,VOVZ,,Vishakhapatnam Airport,Vishakhapatnam,India,17.72120094,83.22450256,15,5.5,N,Asia/Calcutta
VUP,SKVP,medium_airport,SA,CO,CO-CES,Valledupar,SKVP,VUP,Alfonso LÛpez Pumarejo Airport,Valledupar,Colombia,10.435,-73.2495,483,-5,U,America/Bogota
VUS,RU-VUS,small_airport,EU,RU,RU-VLG,Velikiy Ustyug,ULWU,,Veliky Ustyug,Veliky Ustyug,Russia,60.788333,46.26,331,3,N,Europe/Moscow
VVC,SKVV,medium_airport,SA,CO,CO-MET,Villavicencio,SKVV,VVC,Vanguardia Airport,Villavicencio,Colombia,4.16787,-73.6138,1394,-5,U,America/Bogota
VVI,SLVR,medium_airport,SA,BO,BO-S,Santa Cruz,SLVR,,Viru Viru International Airport,Santa Cruz,Bolivia,-17.64480019,-63.13539886,1224,-4,U,America/La_Paz
VVO,UHWW,medium_airport,AS,RU,RU-PRI,Vladivostok,UHWW,,Vladivostok International Airport,Vladivostok,Russia,43.39899826,132.147995,46,10,N,Asia/Vladivostok
VVZ,DAAP,medium_airport,AF,DZ,DZ-33,Illizi,DAAP,,Illizi Takhamalt Airport,Illizi,Algeria,26.7234993,8.622650146,1778,1,N,Africa/Algiers
VXC,FQLC,medium_airport,AF,MZ,MZ-A,Lichinga,FQLC,,Lichinga Airport,Lichinga,Mozambique,-13.27400017,35.2663002,4505,2,U,Africa/Maputo
VXE,GVSV,medium_airport,AF,CV,CV-B,S√£o Pedro,GVSV,,S„o Pedro Airport,Sao Vicente Island,Cape Verde,16.83320045,-25.05529976,66,-1,U,Atlantic/Cape_Verde
VXO,ESMX,medium_airport,EU,SE,SE-G,V√§xj√∂,ESMX,,V‰xjˆ Kronoberg Airport,Vaxjo,Sweden,56.92910004,14.72799969,610,1,E,Europe/Stockholm
VYI,UENW,medium_airport,AS,RU,RU-SA,Vilyuisk,UENW,,Vilyuisk Airport,Vilyuisk,Russia,63.75666809,121.6933365,361,\N,\N,\N
VYS,KVYS,small_airport,NA,US,US-IL,Peru,KVYS,VYS,Illinois Valley Regional Airport-Walter A Duncan Field,Peru,United States,41.351898,-89.153099,654,-6,A,America/Chicago
WAA,PAIW,small_airport,NA,US,US-AK,Wales,PAIW,IWK,Wales Airport,Wales,United States,65.622593,-168.095,22,-9,A,America/Anchorage
WAG,NZWU,medium_airport,OC,NZ,NZ-MWT,Wanganui,NZWU,,Wanganui Airport,Wanganui,New Zealand,-39.96220016,175.0249939,27,12,Z,Pacific/Auckland
WAI,FMNW,medium_airport,AF,MG,MG-M,Antsohihy,FMNW,,Ambalabe Airport,Antsohihy,Madagascar,-14.8987999,47.9939003,92,3,U,Indian/Antananarivo
WAL,KWAL,small_airport,NA,US,US-VA,Wallops Island,KWAL,WAL,Wallops Flight Facility Airport,Wallops Island,United States,37.94020081,-75.46640015,40,-5,A,America/New_York
WAM,FMMZ,small_airport,AF,MG,MG-A,Ambatondrazaka,FMMZ,,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,-17.79537761,48.44258308,2513,3,U,Indian/Antananarivo
WAQ,FMMG,small_airport,AF,MG,MG-M,Antsalova,FMMG,,Antsalova Airport,Antsalova,Madagascar,-18.70127324,44.61492062,551,3,U,Indian/Antananarivo
WAR,WAJR,small_airport,AS,ID,ID-PA,Swach,WAJR,,Waris Airport,Waris-Papua Island,Indonesia,-3.235,140.994,1500,9,U,Asia/Jayapura
WAT,EIWF,medium_airport,EU,IE,IE-WD,Waterford,EIWF,,Waterford Airport,Waterford,Ireland,52.18719864,-7.086959839,119,0,E,Europe/Dublin
WAW,EPWA,large_airport,EU,PL,PL-MZ,Warsaw,EPWA,,Warsaw Chopin Airport,Warsaw,Poland,52.16569901,20.96710014,362,1,E,Europe/Warsaw
WBB,WBB,small_airport,NA,US,US-AK,Stebbins,WBB,WBB,Stebbins Airport,Stebbins,United States,63.515833,-162.278056,14,-9,A,America/Anchorage
WBM,AYWD,medium_airport,OC,PG,PG-EPW,,AYWD,,Wapenamanda Airport,Wapenamanda,Papua New Guinea,-5.643300056,143.8950043,5889,10,U,Pacific/Port_Moresby
WBQ,PAWB,small_airport,NA,US,US-AK,Beaver,PAWB,WBQ,Beaver Airport,Beaver,United States,66.36219788,-147.4069977,359,-9,A,America/Anchorage
WBU,KBDU,small_airport,NA,US,US-CO,Boulder,KBDU,BDU,Boulder Municipal Airport,Boulder,United States,40.03939819,-105.2259979,5288,-7,A,America/Denver
WBW,KWBW,small_airport,NA,US,US-PA,Wilkes-Barre,KWBW,WBW,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,41.29719925,-75.85119629,545,-5,A,America/New_York
WCH,SCTN,medium_airport,SA,CL,CL-LL,Chaiten,SCTN,,ChaitÈn Airport,Chaiten,Chile,-42.93280029,-72.69909668,13,-4,S,America/Santiago
WDH,FYWH,medium_airport,AF,NA,NA-KH,Windhoek,FYWH,,Hosea Kutako International Airport,Windhoek,Namibia,-22.4799,17.4709,5640,1,S,Africa/Windhoek
WDR,KWDR,small_airport,NA,US,US-GA,Winder,KWDR,WDR,Barrow County Airport,Winder,United States,33.98289871,-83.66739655,943,-5,A,America/New_York
WDS,ZHSY,medium_airport,AS,CN,CN-42,Shiyan,ZHSY,,Shiyan Wudangshan Airport,Shiyan,China,32.591667,110.907778,0,\N,\N,\N
WEF,ZSWF,medium_airport,AS,CN,CN-37,Weifang,ZSWF,,Weifang Airport,Weifang,China,36.646702,119.119003,0,8,U,Asia/Shanghai
WEH,ZSWH,medium_airport,AS,CN,CN-37,Weihai,ZSWH,,Weihai Airport,Weihai,China,37.18709946,122.2289963,145,8,U,Asia/Shanghai
WEI,YBWP,medium_airport,OC,AU,AU-QLD,Weipa,YBWP,,Weipa Airport,Weipa,Australia,-12.67860031,141.9250031,63,10,O,Australia/Brisbane
WFB,5KE,seaplane_base,NA,US,US-AK,Ketchikan,,5KE,Ketchikan harbor Seaplane Base,Ketchikan,United States,55.344444,-131.663333,0,-9,A,America/Anchorage
WFI,FMSF,medium_airport,AF,MG,MG-F,,FMSF,,Fianarantsoa Airport,Fianarantsoa,Madagascar,-21.4416008,47.11169815,3658,3,U,Indian/Antananarivo
WFK,KFVE,small_airport,NA,US,US-ME,Frenchville,KFVE,FVE,Northern Aroostook Regional Airport,Frenchville,United States,47.28549957,-68.31279755,988,-5,A,America/New_York
WGA,YSWG,medium_airport,OC,AU,AU-NSW,Wagga Wagga,YSWG,,Wagga Wagga City Airport,Wagga Wagga,Australia,-35.16529846,147.4660034,724,10,O,Australia/Sydney
WGE,YWLG,medium_airport,OC,AU,AU-NSW,,YWLG,,Walgett Airport,Walgett,Australia,-30.03280067,148.1260071,439,10,U,Australia/Sydney
WGP,WADW,small_airport,AS,ID,ID-NT,Waingapu-Sumba Island,WADW,,Waingapu Airport,Waingapu,Indonesia,-9.669219971,120.302002,33,8,N,Asia/Makassar
WGT,YWGT,medium_airport,OC,AU,AU-VIC,,YWGT,,Wangaratta Airport,,Australia,-36.41579819,146.3070068,504,\N,\N,\N
WHD,4Z7,seaplane_base,NA,US,US-AK,Hyder,,4Z7,Hyder Seaplane Base,Hyder,United States,55.903333,-130.006667,0,-8,A,America/Vancouver
WHF,HSSW,small_airport,AF,SD,SD-01,Wadi Halfa,HSSW,,Wadi Halfa Airport,Wadi Halfa,Sudan,21.80269814,31.52157784,961,3,U,Africa/Khartoum
WHK,NZWK,medium_airport,OC,NZ,NZ-BOP,,NZWK,,Whakatane Airport,Whakatane,New Zealand,-37.92060089,176.9140015,20,12,Z,Pacific/Auckland
WHO,NZFJ,small_airport,OC,NZ,NZ-WTC,,NZFJ,,Franz Josef Aerodrome,Franz Josef Aerodrome,New Zealand,-43.363,170.134,240,12,U,\N
WHP,KWHP,small_airport,NA,US,US-CA,Los Angeles,KWHP,WHP,Whiteman Airport,Los Angeles,United States,34.25930023,-118.413002,1003,-8,A,America/Los_Angeles
WHU,ZSWU,medium_airport,AS,CN,CN-34,Wuhu,ZSWU,,Wuhu Air Base,Wuhu,China,31.3906,118.408997,0,\N,\N,\N
WIC,EGPC,medium_airport,EU,GB,GB-SCT,Wick,EGPC,,Wick Airport,Wick,United Kingdom,58.45890045,-3.093060017,126,0,E,Europe/London
WIL,HKNW,medium_airport,AF,KE,KE-110,Nairobi,HKNW,,Nairobi Wilson Airport,Nairobi,Kenya,-1.321720004,36.81480026,5536,3,U,Africa/Nairobi
WIN,YWTN,medium_airport,OC,AU,AU-QLD,,YWTN,,Winton Airport,Winton,Australia,-22.36359978,143.0859985,638,10,O,Australia/Brisbane
WIO,YWCA,small_airport,OC,AU,AU-NSW,,YWCA,,Wilcannia Airport,Wilcannia,Australia,-31.52639961,143.375,250,10,O,Australia/Sydney
WIT,YWIT,small_airport,OC,AU,AU-WA,,YWIT,,Wittenom,Wittenom,Australia,-22.218,118.348,444,8,U,\N
WJA,MH-WJA,small_airport,OC,MH,MH-ALL,Woja,,,Woja Airport,Majuro Atoll,Marshall Islands,7.083,171.133,0,12,U,Pacific/Majuro
WJF,KWJF,medium_airport,NA,US,US-CA,Lancaster,KWJF,WJF,General WM J Fox Airfield,Lancaster,United States,34.74110031,-118.2190018,2351,-8,A,\N
WJR,HKWJ,medium_airport,AF,KE,KE-500,Wajir,HKWJ,,Wajir Airport,Wajir,Kenya,1.733240008,40.09159851,770,3,U,Africa/Nairobi
WJU,RKNW,medium_airport,AS,KR,KR-42,Wonju,RKNW,,Wonju Airport,Wonju,South Korea,37.43809891,127.9599991,329,9,U,Asia/Seoul
WKA,NZWF,medium_airport,OC,NZ,NZ-OTA,,NZWF,,Wanaka Airport,Wanaka,New Zealand,-44.72219849,169.2460022,1142,12,Z,Pacific/Auckland
WKB,YWKB,medium_airport,OC,AU,AU-VIC,,YWKB,,Warracknabeal Airport,,Australia,-36.32109833,142.4190063,397,\N,\N,\N
WKJ,RJCW,medium_airport,AS,JP,JP-01,Wakkanai,RJCW,,Wakkanai Airport,Wakkanai,Japan,45.40420151,141.8009949,30,9,U,Asia/Tokyo
WKK,5A8,medium_airport,NA,US,US-AK,Aleknagik,5A8,5A8,Aleknagik / New Airport,Aleknagik,United States,59.2826004,-158.6179962,66,-9,A,America/Anchorage
WKL,HI07,heliport,NA,US,US-HI,Waikoloa Village,HI07,HI07,Waikoloa Heliport,Waikoloa Village,United States,19.9205,-155.8607,119,-10,N,Pacific/Honolulu
WKR,MYAW,small_airport,NA,BS,BS-GT,,MYAW,,Abaco I Walker C Airport,Walker's Cay,Bahamas,27.26670074,-78.39969635,10,-5,A,\N
WLG,NZWN,large_airport,OC,NZ,NZ-WGN,Wellington,NZWN,,Wellington International Airport,Wellington,New Zealand,-41.32720184,174.8049927,41,12,Z,Pacific/Auckland
WLH,NVSW,small_airport,OC,VU,VU-PAM,Walaha,NVSW,,Walaha Airport,Walaha,Vanuatu,-15.4119997,167.6909943,151,11,U,Pacific/Efate
WLK,PASK,medium_airport,NA,US,US-AK,Selawik,PASK,WLK,Selawik Airport,Selawik,United States,66.60009766,-159.9859924,17,-9,A,America/Anchorage
WLS,NLWW,medium_airport,OC,WF,WF-U-A,Wallis Island,NLWW,,Hihifo Airport,Wallis,Wallis and Futuna,-13.23830032,-176.1990051,79,12,U,Pacific/Wallis
WMA,FMNX,small_airport,AF,MG,MG-M,Mandritsara,FMNX,,Mandritsara Airport,Mandritsara,Madagascar,-15.83304941,48.83328438,1007,3,U,Indian/Antananarivo
WMB,YWBL,small_airport,OC,AU,AU-VIC,,YWBL,,Warrnambool Airport,Warrnambool,Australia,-38.29529953,142.4470062,242,10,O,\N
WMC,KWMC,medium_airport,NA,US,US-NV,Winnemucca,KWMC,WMC,Winnemucca Municipal Airport,Winnemucca,United States,40.89659882,-117.8059998,4308,\N,\N,\N
WME,YMNE,medium_airport,OC,AU,AU-WA,,YMNE,,Mount Keith Airport,Mount Keith,Australia,-27.28639984,120.5550003,1792,8,O,Australia/Perth
WMH,KBPK,medium_airport,NA,US,US-AR,Mountain Home,KBPK,BPK,Ozark Regional Airport,Mountain Home,United States,36.3689003,-92.47049713,928,\N,\N,\N
WMI,EPMO,large_airport,EU,PL,PL-MZ,Warsaw,EPMO,,Modlin Airport,Warsaw,Poland,52.4510994,20.65180016,341,1,E,Europe/Warsaw
WMN,FMNR,medium_airport,AF,MG,MG-A,,FMNR,,Maroantsetra Airport,Maroantsetra,Madagascar,-15.43669987,49.68830109,13,3,U,Indian/Antananarivo
WMO,PAWM,small_airport,NA,US,US-AK,White Mountain,PAWM,WMO,White Mountain Airport,White Mountain,United States,64.68920136,-163.4129944,267,-9,A,America/Anchorage
WMP,FMNP,small_airport,AF,MG,MG-M,Mampikony,FMNP,,Mampikony Airport,Mampikony,Madagascar,-16.07226934,47.64416456,0,3,U,Indian/Antananarivo
WMR,FMNC,medium_airport,AF,MG,MG-A,Mananara Nord,FMNC,,Mananara Nord Airport,Mananara,Madagascar,-16.16390038,49.7737999,9,3,U,Indian/Antananarivo
WMX,WAJW,medium_airport,AS,ID,ID-PA,Wamena-Papua Island,WAJW,,Wamena Airport,Wamena,Indonesia,-4.102509975,138.9570007,5085,9,N,Asia/Jayapura
WNA,PANA,small_airport,NA,US,US-AK,Napakiak,PANA,WNA,Napakiak Airport,Napakiak,United States,60.69029999,-161.9790039,17,-9,A,America/Anchorage
WNH,ZPWS,small_airport,AS,CN,CN-53,Wenshan,ZPWS,,Wenshan Airport,Wenshan,China,23.375833,104.243056,1000,8,U,Asia/Shanghai
WNN,CKL3,small_airport,NA,CA,CA-ON,Wunnumin Lake,CKL3,CKL3,Wunnumin Lake Airport,Wunnumin Lake,Canada,52.89390182,-89.28919983,819,-5,A,America/Toronto
WNP,RPUN,medium_airport,AS,PH,PH-CAS,Naga,RPUN,,Naga Airport,Naga,Philippines,13.5848999,123.2699966,142,8,N,Asia/Manila
